,Transaction ID,Customer ID,Category,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Item,Item_name,Year,Month
626,TXN_8466219,CUST_25,Butchers,27.5,4.0,110.0,Digital Wallet,In-store,2022-05-15,0,Item_16_BUT,Ham Slices,2022,May
627,TXN_9923470,CUST_21,Patisserie,5.0,8.0,40.0,Digital Wallet,In-store,2023-03-08,1,Item_1_PAT,Croissant,2023,March
628,TXN_6321123,CUST_17,Furniture,12.5,9.0,112.5,Credit Card,In-store,2024-05-25,0,Item_6_FUR,Bed Frame,2024,May
629,TXN_4825724,CUST_01,Furniture,39.5,1.0,39.5,Digital Wallet,In-store,2024-12-22,0,Item_24_FUR,Bar Stool,2024,December
630,TXN_9634891,CUST_25,Computers and electric accessories,29.0,6.0,174.0,Credit Card,Online,2022-01-14,1,Item_17_CEA,Laptop Charger,2022,January
631,TXN_8935391,CUST_16,Milk Products,27.5,1.0,27.5,Credit Card,Online,2022-09-06,1,Item_16_MILK,Lactose-Free Milk,2022,September
632,TXN_5910508,CUST_08,Patisserie,15.5,10.0,155.0,Digital Wallet,In-store,2022-11-15,1,Item_8_PAT,Brownie,2022,November
633,TXN_6889696,CUST_10,Electric household essentials,15.5,3.0,46.5,Cash,Online,2023-06-20,0,Item_8_EHE,Iron,2023,June
634,TXN_7543333,CUST_24,Computers and electric accessories,27.5,5.0,137.5,Digital Wallet,In-store,2022-03-28,1,Item_16_CEA,Power Supply Unit,2022,March
635,TXN_4396240,CUST_23,Electric household essentials,38.0,9.0,342.0,Cash,Online,2024-04-28,1,Item_23_EHE,Sandwich Maker,2024,April
636,TXN_3375368,CUST_12,Milk Products,20.0,1.0,20.0,Digital Wallet,In-store,2022-04-08,0,Item_11_MILK,Whipped Cream,2022,April
637,TXN_8827064,CUST_02,Food,11.0,2.0,22.0,Credit Card,Online,2022-11-10,1,Item_5_FOOD,Sugar,2022,November
638,TXN_2975097,CUST_02,Butchers,36.5,7.0,255.5,Cash,In-store,2023-03-12,1,Item_22_BUT,Minced Pork,2023,March
639,TXN_9586952,CUST_11,Computers and electric accessories,14.0,3.0,42.0,Digital Wallet,Online,2023-06-19,1,Item_7_CEA,Scanner,2023,June
640,TXN_3575121,CUST_17,Food,21.5,8.0,172.0,Cash,Online,2022-09-06,1,Item_12_FOOD,Jam,2022,September
641,TXN_3686072,CUST_03,Butchers,35.0,5.0,175.0,Credit Card,In-store,2023-02-23,0,Item_21_BUT,Marinated Chicken,2023,February
642,TXN_1745446,CUST_02,Computers and electric accessories,29.0,1.0,29.0,Cash,Online,2022-12-11,0,Item_17_CEA,Laptop Charger,2022,December
643,TXN_1909877,CUST_13,Milk Products,32.0,10.0,320.0,Cash,Online,2024-06-08,1,Item_19_MILK,Ice Cream Cup,2024,June
644,TXN_9007323,CUST_12,Furniture,15.5,9.0,139.5,Cash,In-store,2022-05-08,1,Item_8_FUR,Study Table,2022,May
645,TXN_8629942,CUST_20,Beverages,39.5,4.0,158.0,Cash,In-store,2024-12-08,1,Item_24_BEV,Iced Latte,2024,December
646,TXN_6357302,CUST_20,Beverages,26.0,1.0,26.0,Credit Card,In-store,2022-09-09,0,Item_15_BEV,Mango Juice,2022,September
647,TXN_8755760,CUST_10,Milk Products,23.0,9.0,207.0,Digital Wallet,In-store,2024-10-22,1,Item_13_MILK,Sour Cream,2024,October
648,TXN_5750056,CUST_24,Furniture,35.0,2.0,70.0,Digital Wallet,In-store,2023-09-20,1,Item_21_FUR,Wooden Bench,2023,September
649,TXN_7435444,CUST_18,Computers and electric accessories,20.0,6.0,120.0,Credit Card,Online,2022-07-27,1,Item_11_CEA,External Hard Drive,2022,July
650,TXN_3812949,CUST_17,Beverages,29.0,1.0,29.0,Cash,In-store,2023-07-07,1,Item_17_BEV,Green Tea Bottle,2023,July
651,TXN_3743264,CUST_20,Milk Products,33.5,2.0,67.0,Digital Wallet,In-store,2022-12-27,0,Item_20_MILK,Ice Cream Family Pack,2022,December
652,TXN_5114872,CUST_10,Computers and electric accessories,6.5,1.0,6.5,Cash,In-store,2024-01-27,1,Item_2_CEA,Desktop PC,2024,January
653,TXN_2199268,CUST_15,Patisserie,17.0,2.0,34.0,Cash,In-store,2024-10-06,1,Item_9_PAT,Macaron,2024,October
654,TXN_7472110,CUST_20,Patisserie,15.5,3.0,46.5,Credit Card,Online,2022-08-02,1,Item_8_PAT,Brownie,2022,August
655,TXN_8360887,CUST_12,Milk Products,36.5,10.0,365.0,Cash,Online,2024-12-06,0,Item_22_MILK,Fresh Paneer,2024,December
656,TXN_5926927,CUST_24,Patisserie,20.0,1.0,20.0,Credit Card,Online,2025-01-03,0,Item_11_PAT,Cheesecake Slice,2025,January
657,TXN_1931979,CUST_25,Beverages,26.0,6.0,156.0,Cash,In-store,2024-10-21,1,Item_15_BEV,Mango Juice,2024,October
658,TXN_2845414,CUST_24,Furniture,35.0,10.0,350.0,Digital Wallet,Online,2023-06-19,0,Item_21_FUR,Wooden Bench,2023,June
659,TXN_2231888,CUST_24,Patisserie,38.0,6.0,228.0,Cash,In-store,2024-10-07,0,Item_23_PAT,Mini Pastry Box,2024,October
660,TXN_3603496,CUST_03,Computers and electric accessories,36.5,8.0,292.0,Credit Card,Online,2023-11-08,0,Item_22_CEA,Bluetooth Speaker,2023,November
661,TXN_7423131,CUST_08,Patisserie,21.5,3.0,64.5,Digital Wallet,Online,2023-09-08,1,Item_12_PAT,Fruit Tart,2023,September
662,TXN_1176248,CUST_16,Beverages,9.5,6.0,57.0,Credit Card,In-store,2022-12-06,1,Item_4_BEV,Orange Juice,2022,December
663,TXN_6490027,CUST_19,Beverages,35.0,9.0,315.0,Credit Card,Online,2024-08-20,0,Item_21_BEV,Protein Shake,2024,August
664,TXN_6267373,CUST_19,Food,29.0,6.0,174.0,Digital Wallet,Online,2022-05-29,1,Item_17_FOOD,Chili Sauce,2022,May
665,TXN_2633712,CUST_04,Furniture,26.0,6.0,156.0,Cash,In-store,2023-01-14,0,Item_15_FUR,Rocking Chair,2023,January
666,TXN_2028333,CUST_18,Milk Products,27.5,4.0,110.0,Digital Wallet,In-store,2024-07-28,1,Item_16_MILK,Lactose-Free Milk,2024,July
667,TXN_4452566,CUST_15,Beverages,9.5,8.0,76.0,Digital Wallet,In-store,2022-01-07,0,Item_4_BEV,Orange Juice,2022,January
668,TXN_5476798,CUST_02,Butchers,38.0,10.0,380.0,Digital Wallet,Online,2022-10-07,0,Item_23_BUT,Lamb Shank,2022,October
669,TXN_5544428,CUST_18,Computers and electric accessories,23.0,8.0,184.0,Credit Card,Online,2023-07-25,1,Item_13_CEA,Graphics Card,2023,July
670,TXN_3245999,CUST_08,Furniture,35.0,10.0,350.0,Credit Card,Online,2024-08-08,1,Item_21_FUR,Wooden Bench,2024,August
671,TXN_7101386,CUST_16,Computers and electric accessories,33.5,5.0,167.5,Cash,In-store,2022-11-05,1,Item_20_CEA,WiFi Range Extender,2022,November
672,TXN_9141699,CUST_06,Food,36.5,2.0,73.0,Cash,Online,2023-05-04,0,Item_22_FOOD,Frozen Fries,2023,May
673,TXN_1459286,CUST_03,Furniture,33.5,1.0,33.5,Cash,Online,2024-11-18,1,Item_20_FUR,Bean Bag,2024,November
674,TXN_1714958,CUST_10,Beverages,29.0,5.0,145.0,Cash,Online,2023-05-17,1,Item_17_BEV,Green Tea Bottle,2023,May
675,TXN_4250184,CUST_05,Furniture,21.5,10.0,215.0,Credit Card,Online,2023-08-27,1,Item_12_FUR,Dressing Table,2023,August
676,TXN_5288250,CUST_11,Furniture,11.0,4.0,44.0,Credit Card,In-store,2022-12-01,1,Item_5_FUR,Bookshelf,2022,December
677,TXN_8376834,CUST_16,Computers and electric accessories,12.5,6.0,75.0,Digital Wallet,Online,2023-02-03,0,Item_6_CEA,Printer,2023,February
678,TXN_9976272,CUST_23,Milk Products,27.5,1.0,27.5,Credit Card,Online,2023-08-22,0,Item_16_MILK,Lactose-Free Milk,2023,August
679,TXN_2992398,CUST_23,Milk Products,23.0,1.0,23.0,Digital Wallet,In-store,2023-09-13,1,Item_13_MILK,Sour Cream,2023,September
680,TXN_8933445,CUST_06,Food,23.0,5.0,115.0,Digital Wallet,Online,2025-01-16,1,Item_13_FOOD,Honey,2025,January
681,TXN_2683845,CUST_17,Butchers,30.5,10.0,305.0,Cash,Online,2022-08-01,0,Item_18_BUT,Goat Meat,2022,August
682,TXN_4141037,CUST_18,Computers and electric accessories,38.0,3.0,114.0,Cash,In-store,2022-05-02,1,Item_23_CEA,Earbuds,2022,May
683,TXN_4978776,CUST_04,Butchers,41.0,8.0,328.0,Credit Card,Online,2024-03-17,1,Item_25_BUT,Premium Wagyu Cut,2024,March
684,TXN_2228646,CUST_12,Computers and electric accessories,30.5,9.0,274.5,Digital Wallet,In-store,2022-02-12,1,Item_18_CEA,HDMI Cable,2022,February
685,TXN_1644496,CUST_25,Butchers,35.0,6.0,210.0,Cash,Online,2022-06-30,1,Item_21_BUT,Marinated Chicken,2022,June
686,TXN_1076536,CUST_23,Computers and electric accessories,15.5,7.0,108.5,Digital Wallet,In-store,2023-05-24,1,Item_8_CEA,Webcam,2023,May
687,TXN_6771103,CUST_11,Butchers,5.0,3.0,15.0,Cash,Online,2024-06-17,1,Item_1_BUT,Chicken Breast,2024,June
688,TXN_2885265,CUST_19,Computers and electric accessories,41.0,6.0,246.0,Digital Wallet,In-store,2022-08-07,1,Item_25_CEA,Tablet,2022,August
689,TXN_1196570,CUST_22,Beverages,12.5,8.0,100.0,Digital Wallet,Online,2024-02-09,1,Item_6_BEV,Lemonade,2024,February
690,TXN_9441688,CUST_03,Patisserie,9.5,10.0,95.0,Digital Wallet,In-store,2022-08-23,0,Item_4_PAT,Cupcake,2022,August
691,TXN_1126177,CUST_05,Patisserie,14.0,9.0,126.0,Digital Wallet,In-store,2022-09-26,0,Item_7_PAT,Eclair,2022,September
692,TXN_1232531,CUST_12,Beverages,6.5,3.0,19.5,Cash,Online,2024-05-27,1,Item_2_BEV,Sparkling Water,2024,May
693,TXN_8266591,CUST_02,Food,11.0,9.0,99.0,Digital Wallet,In-store,2024-12-01,1,Item_5_FOOD,Sugar,2024,December
694,TXN_8073779,CUST_25,Patisserie,33.5,7.0,234.5,Credit Card,In-store,2022-07-03,0,Item_20_PAT,Carrot Cake Slice,2022,July
695,TXN_8261937,CUST_14,Electric household essentials,11.0,2.0,22.0,Digital Wallet,In-store,2022-03-10,1,Item_5_EHE,Air Purifier,2022,March
696,TXN_3617161,CUST_10,Computers and electric accessories,21.5,7.0,150.5,Cash,Online,2022-04-16,0,Item_12_CEA,SSD Drive,2022,April
697,TXN_3904812,CUST_23,Beverages,26.0,9.0,234.0,Credit Card,Online,2022-03-22,1,Item_15_BEV,Mango Juice,2022,March
698,TXN_6684210,CUST_11,Electric household essentials,17.0,3.0,51.0,Cash,Online,2023-02-16,1,Item_9_EHE,Ceiling Fan,2023,February
699,TXN_5849098,CUST_16,Furniture,35.0,3.0,105.0,Cash,Online,2024-06-23,0,Item_21_FUR,Wooden Bench,2024,June
700,TXN_3010762,CUST_24,Furniture,5.0,2.0,10.0,Digital Wallet,In-store,2023-07-14,1,Item_1_FUR,Office Chair,2023,July
701,TXN_2693158,CUST_18,Patisserie,14.0,10.0,140.0,Digital Wallet,In-store,2022-10-28,1,Item_7_PAT,Eclair,2022,October
702,TXN_9205349,CUST_24,Furniture,14.0,7.0,98.0,Credit Card,Online,2022-10-24,1,Item_7_FUR,Wardrobe,2022,October
703,TXN_5743023,CUST_22,Electric household essentials,21.5,2.0,43.0,Credit Card,Online,2022-12-17,1,Item_12_EHE,Heater,2022,December
704,TXN_7263862,CUST_08,Milk Products,6.5,8.0,52.0,Credit Card,In-store,2024-07-08,0,Item_2_MILK,Skimmed Milk,2024,July
705,TXN_9293724,CUST_18,Electric household essentials,12.5,6.0,75.0,Cash,In-store,2022-11-13,0,Item_6_EHE,Electric Kettle,2022,November
706,TXN_8674901,CUST_17,Furniture,26.0,1.0,26.0,Cash,Online,2022-07-02,1,Item_15_FUR,Rocking Chair,2022,July
707,TXN_1537702,CUST_25,Furniture,33.5,1.0,33.5,Digital Wallet,In-store,2022-06-05,1,Item_20_FUR,Bean Bag,2022,June
708,TXN_3910370,CUST_22,Beverages,24.5,2.0,49.0,Digital Wallet,In-store,2022-12-23,1,Item_14_BEV,Coconut Water,2022,December
709,TXN_5005963,CUST_12,Milk Products,5.0,5.0,25.0,Credit Card,Online,2024-03-27,1,Item_1_MILK,Full Cream Milk,2024,March
710,TXN_3330819,CUST_21,Computers and electric accessories,6.5,6.0,39.0,Digital Wallet,In-store,2022-01-19,1,Item_2_CEA,Desktop PC,2022,January
711,TXN_3549273,CUST_20,Furniture,20.0,9.0,180.0,Cash,In-store,2023-08-01,0,Item_11_FUR,TV Stand,2023,August
712,TXN_9671023,CUST_22,Computers and electric accessories,30.5,5.0,152.5,Credit Card,In-store,2024-11-02,1,Item_18_CEA,HDMI Cable,2024,November
713,TXN_6746331,CUST_11,Butchers,23.0,3.0,69.0,Digital Wallet,In-store,2024-07-08,0,Item_13_BUT,Beef Ribs,2024,July
714,TXN_5554744,CUST_07,Furniture,41.0,9.0,369.0,Digital Wallet,In-store,2024-07-07,1,Item_25_FUR,Accent Chair,2024,July
715,TXN_3404023,CUST_04,Electric household essentials,38.0,4.0,152.0,Digital Wallet,Online,2022-08-08,0,Item_23_EHE,Sandwich Maker,2022,August
716,TXN_5258958,CUST_07,Butchers,20.0,10.0,200.0,Digital Wallet,Online,2024-11-23,1,Item_11_BUT,Sausages,2024,November
717,TXN_7604627,CUST_09,Butchers,36.5,2.0,73.0,Cash,Online,2023-04-19,1,Item_22_BUT,Minced Pork,2023,April
718,TXN_5912161,CUST_11,Patisserie,36.5,10.0,365.0,Cash,In-store,2022-11-04,1,Item_22_PAT,Cake Roll,2022,November
719,TXN_8490314,CUST_24,Electric household essentials,26.0,3.0,78.0,Cash,In-store,2024-12-28,1,Item_15_EHE,Coffee Maker,2024,December
720,TXN_1871813,CUST_10,Beverages,14.0,1.0,14.0,Cash,In-store,2022-08-09,1,Item_7_BEV,Energy Drink,2022,August
721,TXN_2217907,CUST_07,Beverages,24.5,2.0,49.0,Credit Card,In-store,2022-05-15,1,Item_14_BEV,Coconut Water,2022,May
722,TXN_5986313,CUST_05,Beverages,39.5,6.0,237.0,Credit Card,In-store,2023-01-03,1,Item_24_BEV,Iced Latte,2023,January
723,TXN_4967670,CUST_02,Patisserie,9.5,9.0,85.5,Cash,In-store,2022-07-15,1,Item_4_PAT,Cupcake,2022,July
724,TXN_6964259,CUST_14,Milk Products,12.5,6.0,75.0,Credit Card,Online,2023-09-29,0,Item_6_MILK,Greek Yogurt,2023,September
725,TXN_2012246,CUST_17,Furniture,20.0,8.0,160.0,Credit Card,In-store,2023-08-28,0,Item_11_FUR,TV Stand,2023,August
726,TXN_5926696,CUST_12,Butchers,33.5,8.0,268.0,Credit Card,Online,2022-08-24,1,Item_20_BUT,Ribeye Steak,2022,August
727,TXN_1550220,CUST_13,Food,12.5,10.0,125.0,Credit Card,In-store,2023-02-03,1,Item_6_FOOD,Salt,2023,February
728,TXN_7005877,CUST_06,Electric household essentials,21.5,8.0,172.0,Digital Wallet,Online,2022-11-25,1,Item_12_EHE,Heater,2022,November
729,TXN_4385983,CUST_25,Milk Products,23.0,3.0,69.0,Digital Wallet,Online,2024-08-24,1,Item_13_MILK,Sour Cream,2024,August
730,TXN_8482271,CUST_23,Patisserie,20.0,5.0,100.0,Cash,Online,2022-01-05,1,Item_11_PAT,Cheesecake Slice,2022,January
731,TXN_5292453,CUST_09,Furniture,27.5,8.0,220.0,Cash,Online,2023-04-22,0,Item_16_FUR,Shoe Rack,2023,April
732,TXN_3747046,CUST_11,Electric household essentials,30.5,2.0,61.0,Digital Wallet,Online,2022-11-22,0,Item_18_EHE,Pressure Cooker,2022,November
733,TXN_5563947,CUST_01,Food,29.0,3.0,87.0,Digital Wallet,In-store,2022-06-02,0,Item_17_FOOD,Chili Sauce,2022,June
734,TXN_8839706,CUST_15,Patisserie,12.5,10.0,125.0,Credit Card,Online,2024-11-28,0,Item_6_PAT,Donut,2024,November
735,TXN_1778326,CUST_20,Computers and electric accessories,24.5,9.0,220.5,Credit Card,In-store,2023-09-01,0,Item_14_CEA,Motherboard,2023,September
736,TXN_2119388,CUST_17,Butchers,27.5,7.0,192.5,Digital Wallet,Online,2022-09-13,1,Item_16_BUT,Ham Slices,2022,September
737,TXN_8707599,CUST_07,Food,12.5,10.0,125.0,Cash,In-store,2022-01-26,0,Item_6_FOOD,Salt,2022,January
738,TXN_5367164,CUST_20,Furniture,26.0,8.0,208.0,Credit Card,In-store,2023-12-13,1,Item_15_FUR,Rocking Chair,2023,December
739,TXN_9429754,CUST_14,Milk Products,17.0,8.0,136.0,Cash,Online,2023-08-27,1,Item_9_MILK,Chocolate Milk,2023,August
740,TXN_1750091,CUST_01,Milk Products,9.5,1.0,9.5,Credit Card,In-store,2023-06-19,1,Item_4_MILK,Butter,2023,June
741,TXN_1101287,CUST_05,Furniture,20.0,2.0,40.0,Credit Card,Online,2024-01-05,1,Item_11_FUR,TV Stand,2024,January
742,TXN_8972051,CUST_10,Electric household essentials,29.0,1.0,29.0,Credit Card,In-store,2024-02-28,1,Item_17_EHE,Electric Stove,2024,February
743,TXN_9856909,CUST_10,Patisserie,24.5,7.0,171.5,Cash,In-store,2022-07-10,1,Item_14_PAT,Lemon Tart,2022,July
744,TXN_9906990,CUST_22,Butchers,8.0,9.0,72.0,Digital Wallet,In-store,2022-07-11,0,Item_3_BUT,Whole Chicken,2022,July
745,TXN_3104119,CUST_19,Furniture,9.5,2.0,19.0,Cash,Online,2022-04-19,1,Item_4_FUR,Dining Table,2022,April
746,TXN_6829985,CUST_05,Beverages,8.0,2.0,16.0,Cash,Online,2023-11-22,0,Item_3_BEV,Cola Drink,2023,November
747,TXN_6375821,CUST_19,Butchers,41.0,5.0,205.0,Credit Card,Online,2023-09-29,0,Item_25_BUT,Premium Wagyu Cut,2023,September
748,TXN_7205141,CUST_04,Milk Products,11.0,1.0,11.0,Cash,In-store,2022-05-29,1,Item_5_MILK,Yogurt,2022,May
749,TXN_9749789,CUST_18,Milk Products,32.0,2.0,64.0,Credit Card,In-store,2024-12-10,0,Item_19_MILK,Ice Cream Cup,2024,December
750,TXN_7796666,CUST_13,Food,21.5,10.0,215.0,Cash,Online,2024-09-08,0,Item_12_FOOD,Jam,2024,September
751,TXN_4327459,CUST_14,Beverages,24.5,7.0,171.5,Credit Card,In-store,2022-01-09,1,Item_14_BEV,Coconut Water,2022,January
752,TXN_8608354,CUST_08,Patisserie,36.5,1.0,36.5,Digital Wallet,In-store,2024-04-09,1,Item_22_PAT,Cake Roll,2024,April
753,TXN_1036311,CUST_16,Electric household essentials,29.0,1.0,29.0,Cash,In-store,2022-12-22,0,Item_17_EHE,Electric Stove,2022,December
754,TXN_8321866,CUST_01,Furniture,15.5,4.0,62.0,Credit Card,Online,2023-08-27,1,Item_8_FUR,Study Table,2023,August
755,TXN_5896151,CUST_21,Electric household essentials,26.0,6.0,156.0,Digital Wallet,Online,2024-02-25,0,Item_15_EHE,Coffee Maker,2024,February
756,TXN_1157052,CUST_24,Butchers,23.0,4.0,92.0,Credit Card,Online,2022-11-02,1,Item_13_BUT,Beef Ribs,2022,November
757,TXN_5381793,CUST_05,Furniture,8.0,9.0,72.0,Cash,In-store,2024-12-09,1,Item_3_FUR,Coffee Table,2024,December
758,TXN_3197907,CUST_25,Patisserie,32.0,6.0,192.0,Cash,In-store,2024-02-09,0,Item_19_PAT,Red Velvet Slice,2024,February
759,TXN_9891054,CUST_20,Computers and electric accessories,26.0,10.0,260.0,Cash,Online,2022-10-11,0,Item_15_CEA,RAM Module,2022,October
760,TXN_7359436,CUST_16,Food,24.5,10.0,245.0,Cash,In-store,2024-01-02,1,Item_14_FOOD,Bread Loaf,2024,January
761,TXN_6016690,CUST_06,Computers and electric accessories,20.0,3.0,60.0,Credit Card,Online,2023-12-13,1,Item_11_CEA,External Hard Drive,2023,December
762,TXN_3615491,CUST_02,Patisserie,17.0,7.0,119.0,Credit Card,In-store,2023-09-25,0,Item_9_PAT,Macaron,2023,September
763,TXN_5238211,CUST_09,Furniture,26.0,8.0,208.0,Cash,In-store,2023-12-15,1,Item_15_FUR,Rocking Chair,2023,December
764,TXN_2861834,CUST_25,Patisserie,26.0,3.0,78.0,Cash,Online,2023-04-01,1,Item_15_PAT,Apple Pie Slice,2023,April
765,TXN_5236248,CUST_21,Food,18.5,9.0,166.5,Cash,Online,2025-01-15,1,Item_10_FOOD,Cereal,2025,January
766,TXN_2694098,CUST_09,Milk Products,20.0,10.0,200.0,Cash,Online,2024-10-20,1,Item_11_MILK,Whipped Cream,2024,October
767,TXN_3299143,CUST_11,Furniture,6.5,9.0,58.5,Credit Card,Online,2024-03-02,1,Item_2_FUR,Sofa,2024,March
768,TXN_6159011,CUST_21,Furniture,6.5,1.0,6.5,Digital Wallet,Online,2022-07-20,1,Item_2_FUR,Sofa,2022,July
769,TXN_1350410,CUST_01,Furniture,18.5,3.0,55.5,Credit Card,Online,2024-09-11,0,Item_10_FUR,Side Table,2024,September
770,TXN_7958601,CUST_08,Milk Products,26.0,1.0,26.0,Cash,Online,2022-06-11,1,Item_15_MILK,Parmesan,2022,June
771,TXN_9618417,CUST_24,Electric household essentials,11.0,10.0,110.0,Cash,Online,2022-10-05,1,Item_5_EHE,Air Purifier,2022,October
772,TXN_1151406,CUST_04,Butchers,32.0,9.0,288.0,Digital Wallet,Online,2022-05-18,1,Item_19_BUT,Pork Belly,2022,May
773,TXN_1358761,CUST_10,Food,12.5,3.0,37.5,Cash,In-store,2024-05-15,0,Item_6_FOOD,Salt,2024,May
774,TXN_1134117,CUST_18,Beverages,33.5,1.0,33.5,Cash,Online,2024-12-30,1,Item_20_BEV,Fruit Punch,2024,December
775,TXN_5805061,CUST_06,Beverages,15.5,3.0,46.5,Credit Card,Online,2023-07-31,1,Item_8_BEV,Iced Tea,2023,July
776,TXN_6322703,CUST_17,Milk Products,5.0,2.0,10.0,Cash,In-store,2023-07-11,1,Item_1_MILK,Full Cream Milk,2023,July
777,TXN_3402387,CUST_22,Food,9.5,3.0,28.5,Credit Card,Online,2023-11-30,1,Item_4_FOOD,Noodles,2023,November
778,TXN_3009822,CUST_20,Patisserie,20.0,5.0,100.0,Cash,In-store,2024-05-07,0,Item_11_PAT,Cheesecake Slice,2024,May
779,TXN_4836949,CUST_07,Computers and electric accessories,24.5,10.0,245.0,Credit Card,In-store,2022-02-02,1,Item_14_CEA,Motherboard,2022,February
780,TXN_7558362,CUST_08,Patisserie,6.5,4.0,26.0,Credit Card,In-store,2024-06-01,0,Item_2_PAT,Chocolate Croissant,2024,June
781,TXN_2550629,CUST_10,Butchers,38.0,5.0,190.0,Digital Wallet,Online,2022-04-03,1,Item_23_BUT,Lamb Shank,2022,April
782,TXN_1476715,CUST_11,Beverages,29.0,8.0,232.0,Credit Card,In-store,2022-02-08,0,Item_17_BEV,Green Tea Bottle,2022,February
783,TXN_5653387,CUST_12,Furniture,14.0,7.0,98.0,Credit Card,Online,2022-05-29,1,Item_7_FUR,Wardrobe,2022,May
784,TXN_7068372,CUST_23,Computers and electric accessories,23.0,8.0,184.0,Digital Wallet,In-store,2022-12-10,1,Item_13_CEA,Graphics Card,2022,December
785,TXN_8819433,CUST_06,Computers and electric accessories,21.5,8.0,172.0,Digital Wallet,In-store,2024-04-15,0,Item_12_CEA,SSD Drive,2024,April
786,TXN_3120139,CUST_23,Food,9.5,6.0,57.0,Credit Card,Online,2024-02-11,1,Item_4_FOOD,Noodles,2024,February
787,TXN_9998575,CUST_13,Food,12.5,9.0,112.5,Credit Card,In-store,2024-01-02,1,Item_6_FOOD,Salt,2024,January
788,TXN_8519777,CUST_16,Beverages,39.5,3.0,118.5,Digital Wallet,Online,2022-07-02,1,Item_24_BEV,Iced Latte,2022,July
789,TXN_7797790,CUST_24,Beverages,32.0,7.0,224.0,Digital Wallet,Online,2022-10-09,1,Item_19_BEV,Pineapple Juice,2022,October
790,TXN_3184832,CUST_06,Electric household essentials,20.0,2.0,40.0,Credit Card,In-store,2022-02-08,1,Item_11_EHE,Hair Dryer,2022,February
791,TXN_7741209,CUST_07,Milk Products,8.0,6.0,48.0,Cash,In-store,2024-06-10,0,Item_3_MILK,Cheese Block,2024,June
792,TXN_4077794,CUST_19,Butchers,38.0,2.0,76.0,Cash,In-store,2024-07-30,1,Item_23_BUT,Lamb Shank,2024,July
793,TXN_3292575,CUST_15,Furniture,27.5,5.0,137.5,Credit Card,Online,2024-04-15,0,Item_16_FUR,Shoe Rack,2024,April
794,TXN_6959357,CUST_07,Milk Products,12.5,4.0,50.0,Cash,In-store,2023-02-23,1,Item_6_MILK,Greek Yogurt,2023,February
795,TXN_5532386,CUST_02,Milk Products,23.0,7.0,161.0,Credit Card,Online,2024-03-19,1,Item_13_MILK,Sour Cream,2024,March
796,TXN_4242577,CUST_12,Butchers,41.0,5.0,205.0,Cash,Online,2023-02-21,1,Item_25_BUT,Premium Wagyu Cut,2023,February
797,TXN_2251911,CUST_08,Furniture,33.5,9.0,301.5,Digital Wallet,In-store,2024-09-28,0,Item_20_FUR,Bean Bag,2024,September
798,TXN_4034256,CUST_07,Furniture,20.0,6.0,120.0,Digital Wallet,Online,2022-02-06,0,Item_11_FUR,TV Stand,2022,February
799,TXN_8491772,CUST_07,Electric household essentials,38.0,3.0,114.0,Cash,Online,2022-10-21,1,Item_23_EHE,Sandwich Maker,2022,October
800,TXN_3348274,CUST_11,Food,33.5,4.0,134.0,Cash,Online,2022-03-24,1,Item_20_FOOD,Canned Corn,2022,March
801,TXN_3986908,CUST_13,Food,9.5,4.0,38.0,Credit Card,Online,2024-10-27,1,Item_4_FOOD,Noodles,2024,October
802,TXN_6417831,CUST_22,Computers and electric accessories,20.0,7.0,140.0,Credit Card,In-store,2024-01-05,0,Item_11_CEA,External Hard Drive,2024,January
803,TXN_4848504,CUST_07,Furniture,21.5,4.0,86.0,Credit Card,Online,2023-01-06,1,Item_12_FUR,Dressing Table,2023,January
804,TXN_3238663,CUST_06,Butchers,15.5,3.0,46.5,Cash,In-store,2023-11-29,0,Item_8_BUT,Turkey Breast,2023,November
805,TXN_7461424,CUST_25,Beverages,27.5,2.0,55.0,Cash,In-store,2024-11-23,1,Item_16_BEV,Herbal Tea,2024,November
806,TXN_7467332,CUST_15,Furniture,6.5,3.0,19.5,Digital Wallet,Online,2022-04-19,0,Item_2_FUR,Sofa,2022,April
807,TXN_4722486,CUST_04,Furniture,33.5,2.0,67.0,Cash,Online,2023-12-11,1,Item_20_FUR,Bean Bag,2023,December
808,TXN_7434102,CUST_21,Butchers,33.5,7.0,234.5,Cash,Online,2022-12-11,1,Item_20_BUT,Ribeye Steak,2022,December
809,TXN_2862297,CUST_11,Butchers,14.0,9.0,126.0,Credit Card,In-store,2022-09-08,1,Item_7_BUT,Mutton Curry Cut,2022,September
810,TXN_5498786,CUST_11,Computers and electric accessories,41.0,7.0,287.0,Credit Card,In-store,2024-07-18,1,Item_25_CEA,Tablet,2024,July
811,TXN_2329223,CUST_15,Food,36.5,10.0,365.0,Credit Card,Online,2024-07-15,1,Item_22_FOOD,Frozen Fries,2024,July
812,TXN_7821157,CUST_11,Computers and electric accessories,17.0,8.0,136.0,Credit Card,Online,2022-08-22,1,Item_9_CEA,Headset,2022,August
813,TXN_1972761,CUST_23,Patisserie,8.0,10.0,80.0,Credit Card,In-store,2024-10-24,1,Item_3_PAT,Muffin,2024,October
